sentence1,sentence2,label
হাসপাতালে ব্যারিস্টার রফিককে দেখে এলেন ডা. জাফরুল্লাহ,রফিক-উল হকের অবস্থার 'বেশি একটা উন্নতি হয়নি',0
সাবেক অ্যাটর্নি জেনারেল রফিক-উল হক লাইফ সাপোর্টে,ব্যারিস্টার রফিক উল হক লাইফ সাপোর্টে,1
"অবস্থার অবনতি, লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক",লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক,1
"অবস্থার অবনতি, লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক",ব্যারিস্টার রফিক-উল হক লাইফ সাপোর্টে,1
"অবস্থার অবনতি, লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক","ব্যারিস্টার রফিক-উল হক ‘সংকটাপন্ন’, আছেন লাইফ সাপোর্টে",1
লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক,ব্যারিস্টার রফিক-উল হক লাইফ সাপোর্টে,1
লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক,"ব্যারিস্টার রফিক-উল হক ‘সংকটাপন্ন’, আছেন লাইফ সাপোর্টে",1
লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক,লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক,1
ব্যারিস্টার রফিক-উল হক লাইফ সাপোর্টে,"ব্যারিস্টার রফিক-উল হক ‘সংকটাপন্ন’, আছেন লাইফ সাপোর্টে",1
ব্যারিস্টার রফিক-উল হক লাইফ সাপোর্টে,লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক,1
"ব্যারিস্টার রফিক-উল হক ‘সংকটাপন্ন’, আছেন লাইফ সাপোর্টে",লাইফ সাপোর্টে ব্যারিস্টার রফিক-উল হক,1
কাদের মোল্লাকে ‘শহীদ’ লেখার মামলায় গ্রেপ্তার রুহুল আমিন গাজী,রুহুল আমিন গাজীকে মুক্তির আল্টিমেটাম,0
কাদের মোল্লাকে ‘শহীদ’ লেখার মামলায় গ্রেপ্তার রুহুল আমিন গাজী,কাদের মোল্লাকে মুক্তিযুদ্ধের ট্রেনিং প্রাপ্ত বলেছিলেন রুহুল আমীন গাজী,0
সাংবাদিক রুহুল আমিন গাজী কারাগারে,রুহুল আমিন গাজীকে মুক্তির আল্টিমেটাম,0
সাংবাদিক রুহুল আমিন গাজী কারাগারে,কাদের মোল্লাকে মুক্তিযুদ্ধের ট্রেনিং প্রাপ্ত বলেছিলেন রুহুল আমীন গাজী,0
সাংবাদিক রুহুল আমিন গাজী কারাগারে,রুহুল আমিন গাজী কারাগারে,1
রুহুল আমিন গাজীকে মুক্তির আল্টিমেটাম,কাদের মোল্লাকে মুক্তিযুদ্ধের ট্রেনিং প্রাপ্ত বলেছিলেন রুহুল আমীন গাজী,0
রুহুল আমিন গাজীকে মুক্তির আল্টিমেটাম,রুহুল আমিন গাজী কারাগারে,0
কাদের মোল্লাকে মুক্তিযুদ্ধের ট্রেনিং প্রাপ্ত বলেছিলেন রুহুল আমীন গাজী,রুহুল আমিন গাজী কারাগারে,0
রুহুল আমিন গাজী গ্রেফতার,সাংবাদিক নেতা রুহুল আমীন গাজী গ্রেফতার,1
রুহুল আমিন গাজী গ্রেফতার,"জামিন নামঞ্জুর, রুহুল আমিন গাজী কারাগারে",1
রুহুল আমিন গাজী গ্রেফতার,রুহুল আমিন গাজীকে গ্রেফতারে জামায়াত সেক্রেটারির নিন্দা,0
রুহুল আমিন গাজী গ্রেফতার,সাংবাদিক রুহুল আমীন গাজী কারাগারে,1
