sentence1,sentence2,label
"হতে পারে, তারা কিছুটা অধৈর্য।",এমনিতেই তারা হয়তো একটু অপ্রকৃত অবস্থায় ছিল।,1
"তোমাদের প্রভু তোমাদের ভালভাবে জানেন। তিনি যদি ইচ্ছে করেন তবে তিনি তোমাদের প্রতি করুণা করবেন, অথবা তিনি যদি চান তো তোমাদের শাস্তি দেবেন। আর তোমাকে আমরা পাঠাই নি তাদের উপরে কর্ণধাররূপে।","তোমাদের পালনকর্তা তোমাদের সম্পর্কে ভালভাবে জ্ঞাত আছেন। তিনি যদি চান, তোমাদের প্রতি রহমত করবেন কিংবা যদি চান, তোমাদের আযাব দিবেন। আমি আপনাকে ওদের সবার তত্ত্বাবধায়ক রূপে প্রেরণ করিনি।",1
নখে গ্লিসারিন ব্যবহার করুন।,গ্লিসারিন ব্যবহার করুন।,1
"এদিন পাক বিদেশ মন্ত্রকের মুখপাত্র মহম্মদ ফয়জল বলেন, ‘দাউদ পাকিস্তানে নেই।","বিদেশ কার্যালয়ের প্রবক্তা মোহম্মদ ফৈসল নিজের সাপ্তাহিক প্রেস কনফারেন্সে এক প্রশ্নের জবাবে বলেছিলেন, দাউদ ইব্রাহিম পাকিস্তানে নেই।",1
কারো সাজাও হয়েছে।,কেউ আমলে এনেছেন।,1
অথচ এই প্রতিষ্ঠানটির কাউকে মামলায় আসামি করা হয়নি।,তবে তাতে অভিযুক্ত হিসেবে কারও নাম নেই।,1
এর মধ্যে এক তৃতীয়াংশই বিদেশি পর্যটক।,এর এক-তৃতীয়াংশই বিদেশি বংশোদ্ভূত।,1
তবে ভারতের তার মোক্ষম উত্তর দিয়েছে।,তখনও তার যোগ্য জবাব দিয়েছিল ভারত।,1
চকোলেট আমার ফেভারিট।,চকলেট আমার সবচেয়ে ফেবারিট।,1
তবে তার চাইতে কে বেশী অন্যায়কারী যে আল্লাহ্‌র বিরুদ্ধে মিথ্যা কথা বলে এবং সত্য প্রত্যাখ্যান করে যখন তা তার কাছে আসে? জাহান্নামে কি অবিশ্বাসীদের জন্য একটি আবাসস্থল নেই?,"যে ব্যক্তি আল্লাহর বিরুদ্ধে মিথ্যা বলে এবং তার কাছে সত্য আগমন করার পর তাকে মিথ্যা সাব্যস্ত করে, তার চেয়ে অধিক যালেম আর কে হবে? কাফেরদের বাসস্থান জাহান্নামে নয় কি?",1
"লিজি নামে একজন ভাই বলেন, ‘ বুরুন্ডিতে যখন গৃহযুদ্ধ শুরু হয়, তখন আমাদের পরিবার একটা সম্মেলনের মধ্যে ছিল ।",জীবন বাঁচানোর জন্য আমার বাবা-মা এবং আমরা ১১ জন ভাই-বোন সামান্য কিছু জিনিস নিয়ে পালিয়ে যাই।,1
দিল্লি ডেয়ারডেভিলস এর নাম বদলে রাখা হয় দিল্লি ক্যাপিটালস।,দিল্লি ডেয়ারডেভিলসের নাম এবারই বদলে গিয়েছে।,1
